CATEGORY,№,START_TIME,ROAD,RESPONSIBILITY,FREIGHT,PASSENGER,COMMUTER,REASON,DEPARTMENT,YEAR,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,EVENT_NUMBER,INDEX
2,12721285,2023-02-24 08:57:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-5 (Р)","2шт 0,83ч",,,Излом элементов реле аппаратуры АБ,CSH,2023,2.0,"0,83ч",,,,,52 days 11:27:00,75567.0,871.0,32,0.21379310344827587
3,12726272,2023-02-27 11:15:00,Юго-Восточная,"Ю-ВОСТ, ВЧДЭ-3 СТОЙЛЕНСКАЯ",,,,Тонкий гребень колеса грузового вагона,CV,2023,,,,,,,55 days 13:45:00,80025.0,4458.0,33,0.2206896551724138
2,12724249,2023-02-28 07:30:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-4 (Э)",,,"2шт 0,35ч",Неисправность элементов выпрямительных устройств аппаратуры электропитания рельсовых цепей,CSH,2023,,,,,2.0,"0,35ч",56 days 10:00:00,81240.0,1215.0,34,0.22758620689655173
3,12730414,2023-02-28 13:15:00,Юго-Восточная,"Ю-ВОСТ, ВЧДЭ-6 КОЧЕТОВКА",,,,Выщербина на ободе колеса грузового вагона,CV,2023,,,,,,,56 days 15:45:00,81585.0,345.0,35,0.23448275862068965
3,12773410,2023-03-01 07:32:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-3 (Э)","1шт 0,08ч",,,Перегорание лампы линзового светофора,CSH,2023,1.0,"0,08ч",,,,,57 days 10:02:00,82682.0,1097.0,36,0.2413793103448276
3,12729034,2023-03-01 20:57:00,Юго-Восточная,"ПРИВ, ШЧ-7 (Э)",,,,Неисправность светодиодного модуля светофора,CSH,2023,,,,,,,57 days 23:27:00,83487.0,805.0,37,0.2482758620689655
2,12730156,2023-03-04 02:40:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-5 (Р)","2шт 0,37ч","6шт 1,75ч","2шт 0,23ч",Заедание элементов реле аппаратуры схемы управления стрелкой,CSH,2023,2.0,"0,37ч",6.0,"1,75ч",2.0,"0,23ч",60 days 05:10:00,86710.0,3223.0,38,0.25517241379310346
2,12732652,2023-03-06 13:47:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-7","2шт 0,9ч","1шт 0,18ч",,Неисправность УКСПС из-за потери контакта в соединениях датчика,CSH,2023,2.0,"0,9ч",1.0,"0,18ч",,,62 days 16:17:00,90257.0,3547.0,39,0.2620689655172414
2,12735707,2023-03-09 00:31:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-15","1шт 0,38ч","1шт 0,12ч",,Внутренний обрыв жил сигнально-блокировочного металлического кабеля,CSH,2023,1.0,"0,38ч",1.0,"0,12ч",,,65 days 03:01:00,93781.0,3524.0,40,0.2689655172413793
3,12740139,2023-03-11 09:20:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-14 (Э)",,,,Внутренний обрыв жил сигнально-блокировочного металлического кабеля,CSH,2023,,,,,,,67 days 11:50:00,97190.0,3409.0,41,0.27586206896551724
2,12754682,2023-03-22 15:29:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-3 (Э)",,,"1шт 0,15ч",Короткое замыкание (пробой) деталей блока элементов аппаратуры рельсовых цепей,CSH,2023,,,,,1.0,"0,15ч",78 days 17:59:00,113399.0,16209.0,42,0.2827586206896552
3,12754798,2023-03-22 17:40:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-14 (Э)",,,,Нарушение герметичности путевого ящика для размещения аппаратуры рельсовых цепей,CSH,2023,,,,,,,78 days 20:10:00,113530.0,131.0,43,0.2896551724137931
2,12764776,2023-03-30 12:44:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-14 (Э)","1шт 0,48ч",,,Разрегулировка контактов автопереключателя СП-6М,CSH,2023,1.0,"0,48ч",,,,,86 days 15:14:00,124754.0,11224.0,44,0.296551724137931
2,12766990,2023-04-01 10:45:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-15","3шт 1,02ч",,"1шт 0,1ч",Износ навесного монтажа аппаратуры постовых устройств ЭЦ,CSH,2023,3.0,"1,02ч",,,1.0,"0,1ч",88 days 13:15:00,127515.0,2761.0,45,0.30344827586206896
2,12769733,2023-04-03 09:29:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-11","2шт 0,92ч",,,Обрыв жил кабеля напольного оборудования,CSH,2023,2.0,"0,92ч",,,,,90 days 11:59:00,130319.0,2804.0,46,0.3103448275862069
2,12772527,2023-04-04 17:04:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-4 (Э)",,,"1шт 0,28ч",Нарушение контакта в штепсельном разъеме реле аппаратуры схемы управления стрелкой,CSH,2023,,,,,1.0,"0,28ч",91 days 19:34:00,132214.0,1895.0,47,0.31724137931034485
2,12833406,2023-04-05 01:06:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-7",,"1шт 0,2ч",,"Нарушение электрического контакта в штепсельных разъемах релейных блоков ЭЦ, ГАЦ, АБ, ПАБ аппаратуры светофоров, указателей и полос",CSH,2023,,,1.0,"0,2ч",,,92 days 03:36:00,132696.0,482.0,48,0.32413793103448274
2,12780268,2023-04-07 13:25:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-7",,"2шт 0,28ч",,Механические повреждения металлического сигнально-блокировочного кабеля постовых устройств ЭЦ,CSH,2023,,,2.0,"0,28ч",,,94 days 15:55:00,136315.0,3619.0,49,0.3310344827586207
3,12784275,2023-04-10 18:53:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-5 (Р)",,,,Снижение емкости конденсаторов в блоках элементов аппаратуры постовых устройств ЭЦ,CSH,2023,,,,,,,97 days 21:23:00,140963.0,4648.0,50,0.33793103448275863
3,12789098,2023-04-12 21:30:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-15",,,,Нарушение контакта в штепсельном разъеме реле аппаратуры АБ,CSH,2023,,,,,,,100 days 00:00:00,144000.0,3037.0,51,0.3448275862068966
2,12789152,2023-04-12 23:03:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-14 (Э)","1шт 0,87ч",,,Износ элементов дешифраторной ячейки аппаратуры АБ,CSH,2023,1.0,"0,87ч",,,,,100 days 01:33:00,144093.0,93.0,52,0.35172413793103446
3,12799841,2023-04-20 05:10:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-9",,,,Обрыв жил сигнально-блокировочного металлического кабеля рельсовых цепей,CSH,2023,,,,,,,107 days 07:40:00,154540.0,10447.0,53,0.3586206896551724
3,12803437,2023-04-22 14:31:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-5 (Р)",,,,Обрыв электрической цепи элементов преобразователей частоты аппаратуры АБ,CSH,2023,,,,,,,109 days 17:01:00,157981.0,3441.0,54,0.36551724137931035
2,12812029,2023-04-27 22:03:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-14 (Э)",,,"1шт 0,17ч",Неисправность монтажа в релейном шкафу,CSH,2023,,,,,1.0,"0,17ч",115 days 00:33:00,165633.0,7652.0,55,0.3724137931034483
2,12815569,2023-05-01 16:16:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-15","3шт 2,05ч",,,Излом датчика УКСПС по старой трещине,CSH,2023,3.0,"2,05ч",,,,,118 days 18:46:00,171046.0,5413.0,56,0.3793103448275862
