iter	Passed	Remaining
1009	2471	4868
1010	2473	4866
1011	2476	4864
1012	2478	4860
1013	2480	4858
1014	2481	4853
1015	2484	4851
1016	2487	4849
1017	2489	4847
1018	2492	4845
1019	2495	4843
1020	2497	4841
1021	2500	4839
1022	2501	4834
1023	2504	4833
1024	2507	4831
1025	2510	4829
1026	2512	4827
1027	2514	4822
1028	2516	4820
1029	2519	4818
1030	2521	4816
1031	2524	4814
1032	2525	4809
1033	2528	4806
1034	2529	4801
1035	2530	4798
1036	2533	4796
1037	2536	4793
1038	2538	4791
1039	2541	4790
1040	2544	4788
1041	2546	4785
1042	2549	4783
1043	2551	4780
1044	2554	4778
1045	2556	4776
1046	2557	4770
1047	2560	4768
1048	2562	4766
1049	2565	4764
1050	2568	4762
1051	2570	4760
1052	2572	4755
1053	2574	4753
1054	2577	4751
1055	2579	4749
1056	2582	4747
1057	2585	4745
1058	2587	4741
1059	2589	4739
1060	2592	4737
1061	2594	4735
1062	2595	4729
1063	2598	4727
1064	2600	4725
1065	2603	4723
1066	2606	4721
1067	2608	4719
1068	2609	4713
1069	2612	4711
1070	2614	4709
1071	2617	4707
1072	2618	4702
1073	2621	4700
1074	2623	4698
1075	2626	4696
1076	2629	4694
1077	2632	4692
1078	2634	4690
1079	2637	4688
1080	2640	4686
1081	2642	4684
1082	2644	4681
1083	2647	4678
1084	2648	4675
1085	2651	4673
1086	2653	4669
1087	2654	4664
1088	2656	4662
1089	2659	4660
1090	2662	4658
1091	2664	4656
1092	2667	4654
1093	2670	4652
1094	2672	4649
1095	2675	4648
1096	2678	4645
1097	2680	4643
1098	2683	4641
1099	2686	4639
1100	2689	4637
1101	2691	4636
1102	2694	4634
1103	2697	4632
1104	2698	4628
1105	2701	4626
1106	2704	4624
1107	2706	4622
1108	2709	4620
1109	2712	4618
1110	2714	4616
1111	2717	4614
1112	2720	4611
1113	2722	4609
1114	2725	4608
1115	2728	4606
1116	2731	4604
1117	2733	4601
1118	2736	4599
1119	2739	4597
1120	2741	4595
1121	2744	4594
1122	2747	4592
1123	2750	4590
1124	2752	4588
1125	2755	4586
1126	2758	4584
1127	2760	4582
1128	2763	4580
1129	2765	4576
1130	2768	4574
1131	2770	4572
1132	2773	4570
1133	2776	4568
1134	2778	4566
1135	2781	4563
1136	2784	4562
1137	2785	4556
1138	2787	4554
1139	2790	4552
1140	2793	4550
1141	2795	4548
1142	2797	4544
1143	2798	4540
